Date,AAPL,AMD,AMZN,CSCO,META,MSFT,NFLX,QCOM,SBUX,TSLA
12/27/2021,$180.33,$154.36,$169.6695,$63.42,$346.18,$342.45,$613.12,$186.33,$114.22,$364.6466
12/23/2021,$176.28,$146.14,$171.0685,$62.28,$335.24,$334.69,$614.09,$182.74,$112.37,$355.6666
12/22/2021,$175.64,$143.88,$171.037,$61.53,$330.45,$333.20,$614.24,$181.38,$111.74,$336.29
12/21/2021,$172.99,$144.25,$170.417,$61.03,$334.20,$327.29,$604.92,$179.58,$110.37,$312.8433
12/20/2021,$169.75,$135.80,$167.079,$60.36,$325.45,$319.91,$593.74,$176.67,$108.09,$299.98
12/17/2021,$171.14,$137.75,$170.0175,$60.46,$333.79,$323.80,$586.73,$176.80,$108.63,$310.8566
12/16/2021,$172.26,$138.64,$168.871,$60.31,$334.90,$324.90,$591.06,$178.15,$113.59,$308.9733
12/15/2021,$179.30,$146.50,$173.315,$59.93,$341.66,$334.65,$605.04,$189.28,$114.68,$325.33
12/14/2021,$174.33,$135.60,$169.0915,$57.77,$333.74,$328.34,$597.99,$181.98,$114.71,$319.5033
12/13/2021,$175.74,$133.80,$169.5675,$58.61,$334.49,$339.40,$604.56,$183.32,$115.56,$322.1366
12/10/2021,$179.45,$138.55,$172.212,$59.25,$329.75,$342.54,$611.66,$183.88,$116.73,$339.01
12/09/2021,$174.56,$138.10,$174.171,$57.55,$329.82,$333.10,$611.00,$182.26,$115.35,$334.60
12/08/2021,$175.08,$145.24,$176.158,$57.02,$330.56,$334.97,$628.08,$182.63,$116.25,$356.32
12/07/2021,$171.18,$144.85,$176.1645,$58.08,$322.81,$334.92,$625.58,$183.72,$116.26,$350.5833
12/06/2021,$165.32,$139.06,$171.3685,$56.96,$317.87,$326.19,$612.69,$175.45,$113.36,$336.3366
12/03/2021,$161.84,$144.01,$169.4895,$56.23,$306.84,$323.01,$602.13,$176.51,$111.24,$338.3233
12/02/2021,$163.76,$150.68,$171.868,$56.15,$310.39,$329.49,$616.47,$177.03,$111.42,$361.5333
12/01/2021,$164.77,$149.11,$172.186,$55.03,$310.60,$330.08,$617.77,$175.63,$108.66,$365.00
11/30/2021,$165.30,$158.37,$175.3535,$54.84,$324.46,$330.59,$641.90,$180.56,$109.64,$381.5866
11/29/2021,$160.24,$161.91,$178.0785,$55.76,$338.03,$336.63,$663.84,$183.74,$110.73,$378.9966
11/26/2021,$156.81,$154.81,$175.228,$54.67,$333.12,$329.68,$665.64,$175.74,$110.66,$360.64
11/24/2021,$161.94,$157.80,$179.0205,$55.54,$341.06,$337.91,$658.29,$180.71,$113.97,$372.00
11/23/2021,$161.41,$149.92,$179.002,$55.30,$337.25,$337.68,$654.06,$180.94,$113.58,$369.6766
11/22/2021,$161.02,$152.52,$178.6285,$54.60,$341.01,$339.83,$659.20,$181.40,$111.45,$385.6233
11/19/2021,$160.55,$155.41,$183.8285,$53.25,$345.30,$343.11,$678.80,$185.00,$110.78,$379.02
11/18/2021,$157.87,$155.02,$184.803,$53.63,$338.69,$341.27,$682.02,$186.32,$112.90,$365.46
11/17/2021,$153.49,$151.34,$177.45,$56.76,$340.77,$339.12,$691.69,$183.54,$112.52,$363.0033
11/16/2021,$151.00,$152.45,$177.035,$57.00,$342.96,$339.51,$687.40,$181.81,$112.23,$351.5766
11/15/2021,$150.00,$146.49,$177.284,$57.27,$347.56,$336.07,$679.33,$168.51,$111.87,$337.7966
11/12/2021,$149.99,$147.89,$176.2575,$56.82,$340.89,$336.72,$682.61,$164.94,$111.72,$344.4733
11/11/2021,$147.87,$146.01,$173.625,$56.76,$327.74,$332.43,$657.58,$164.42,$111.44,$354.5033
11/10/2021,$147.92,$139.87,$174.1025,$57.77,$327.64,$330.80,$646.91,$159.80,$113.25,$355.9833
11/09/2021,$150.81,$148.92,$178.8115,$57.44,$335.37,$335.95,$655.99,$166.74,$114.13,$341.1666
11/08/2021,$150.44,$150.16,$174.449,$57.00,$338.62,$336.99,$651.45,$165.85,$115.16,$387.6466
11/05/2021,$151.28,$136.34,$175.9495,$57.07,$341.13,$336.06,$645.72,$163.03,$116.91,$407.3633
11/04/2021,$150.96,$137.50,$173.85,$57.12,$335.85,$336.44,$668.40,$156.11,$112.16,$409.97
11/03/2021,$151.49,$130.53,$169.20,$57.65,$331.62,$334.00,$688.29,$138.48,$112.61,$404.62
11/02/2021,$150.02,$127.63,$165.6375,$57.62,$328.08,$333.13,$677.72,$135.23,$111.45,$390.6666
11/01/2021,$148.96,$125.23,$165.9055,$56.10,$329.98,$329.37,$681.17,$134.81,$109.80,$402.8633
10/29/2021,$149.80,$120.23,$168.6215,$55.97,$323.57,$331.62,$690.31,$133.04,$106.07,$371.3333
10/28/2021,$152.57,$121.16,$172.3285,$56.24,$316.92,$324.35,$674.05,$133.69,$113.20,$359.0133
10/27/2021,$148.85,$122.28,$169.6245,$56.18,$312.22,$323.17,$662.92,$131.20,$113.51,$345.9533
10/26/2021,$149.32,$122.93,$168.8035,$55.81,$315.81,$310.11,$668.52,$131.94,$114.92,$339.4766
10/25/2021,$148.64,$122.36,$166.0185,$55.14,$328.69,$308.13,$671.66,$131.93,$114.71,$341.62
10/22/2021,$148.69,$119.82,$166.7775,$55.11,$324.61,$309.16,$664.78,$131.62,$114.55,$303.2266
10/21/2021,$149.48,$119.33,$171.7505,$55.69,$341.88,$310.76,$653.16,$133.05,$114.44,$298.00
10/20/2021,$149.26,$116.39,$170.753,$56.20,$340.78,$307.41,$625.14,$132.16,$113.86,$288.60
10/19/2021,$148.76,$116.33,$172.2075,$55.74,$339.99,$308.23,$639.00,$132.50,$113.49,$288.09
10/18/2021,$146.55,$116.43,$172.337,$55.19,$335.34,$307.29,$637.97,$130.12,$113.37,$290.0366
10/15/2021,$144.84,$112.12,$170.451,$55.25,$324.76,$304.21,$628.29,$130.20,$111.45,$281.01
10/14/2021,$143.76,$111.99,$164.993,$55.65,$328.53,$302.75,$633.80,$128.66,$111.87,$272.7733
10/13/2021,$140.91,$109.16,$164.214,$54.62,$324.54,$296.31,$629.76,$125.04,$110.76,$270.36
10/12/2021,$141.51,$105.04,$162.3665,$54.28,$323.77,$292.88,$624.94,$122.95,$111.00,$268.5733
10/11/2021,$142.81,$104.68,$162.315,$54.93,$325.45,$294.23,$627.04,$124.94,$110.94,$263.98
10/08/2021,$142.90,$105.06,$164.431,$55.08,$330.05,$294.85,$632.66,$126.55,$111.22,$261.83
10/07/2021,$143.29,$106.45,$165.1215,$55.02,$329.22,$294.85,$631.85,$127.84,$112.21,$264.5366
10/06/2021,$142.00,$103.64,$163.1005,$53.94,$333.64,$293.11,$639.10,$128.06,$111.64,$260.9166
10/05/2021,$141.11,$101.81,$161.05,$54.69,$332.96,$288.76,$634.81,$127.53,$110.85,$260.1966
10/04/2021,$139.14,$100.34,$159.489,$54.23,$326.23,$283.11,$603.35,$126.68,$111.46,$260.51
10/01/2021,$142.65,$102.45,$164.163,$55.14,$343.01,$289.10,$613.15,$128.71,$112.92,$258.4066
09/30/2021,$141.50,$102.90,$164.252,$54.43,$339.39,$281.92,$610.34,$128.98,$110.31,$258.4933
09/29/2021,$142.83,$100.35,$165.056,$55.48,$339.61,$284.00,$599.06,$129.28,$112.17,$260.4366
09/28/2021,$141.91,$101.52,$165.798,$55.52,$340.65,$283.52,$583.85,$129.90,$111.71,$259.1866
09/27/2021,$145.37,$108.16,$170.29,$56.22,$353.58,$294.17,$592.64,$133.48,$113.68,$263.7866
09/24/2021,$146.92,$105.80,$171.276,$56.73,$352.96,$299.35,$592.39,$133.88,$114.11,$258.13
09/23/2021,$146.83,$106.15,$170.80,$56.69,$345.96,$299.56,$593.26,$133.91,$114.14,$251.2133
09/22/2021,$145.85,$104.38,$169.0025,$55.52,$343.21,$298.58,$590.65,$133.01,$113.07,$250.6466
09/21/2021,$143.43,$102.82,$167.1815,$55.26,$357.48,$294.80,$573.14,$131.75,$112.22,$246.46
09/20/2021,$142.94,$101.55,$167.7865,$55.89,$355.70,$294.30,$575.43,$132.76,$111.82,$243.39
09/17/2021,$146.06,$103.88,$173.126,$56.85,$364.72,$299.87,$589.35,$133.60,$113.41,$253.1633
09/16/2021,$148.79,$106.22,$174.412,$57.33,$373.06,$305.22,$586.50,$138.40,$114.67,$252.33
09/15/2021,$149.03,$105.60,$173.7895,$57.56,$373.92,$304.82,$582.87,$138.24,$114.64,$251.9433
09/14/2021,$148.12,$105.73,$172.50,$57.87,$376.53,$299.79,$577.76,$141.14,$118.86,$248.1633
09/13/2021,$149.55,$104.80,$172.8585,$58.10,$376.51,$296.99,$589.29,$143.41,$119.18,$247.6666
09/10/2021,$148.97,$105.20,$173.4575,$57.89,$378.69,$295.71,$598.72,$142.68,$119.34,$245.4233
09/09/2021,$154.07,$106.15,$174.208,$58.60,$378.00,$297.25,$597.54,$141.58,$118.79,$251.62
09/08/2021,$155.11,$106.17,$176.275,$58.68,$377.57,$300.21,$606.05,$142.52,$118.04,$251.29
09/07/2021,$156.69,$109.15,$175.4645,$58.88,$382.18,$300.18,$606.71,$143.75,$115.79,$250.9733
09/03/2021,$154.30,$109.92,$173.9025,$59.42,$376.26,$301.14,$590.53,$144.63,$117.19,$244.5233
09/02/2021,$153.65,$109.20,$173.156,$59.53,$375.28,$301.15,$588.55,$145.12,$117.37,$244.13
09/01/2021,$152.51,$109.99,$173.95,$59.04,$382.05,$301.83,$582.07,$146.45,$117.45,$244.6966
08/31/2021,$151.83,$110.72,$173.5395,$59.02,$379.38,$301.88,$569.19,$146.69,$117.49,$245.24
08/30/2021,$153.12,$111.32,$171.0785,$59.13,$380.66,$303.59,$566.18,$145.94,$115.61,$243.6366
08/27/2021,$148.60,$111.40,$167.4815,$59.02,$372.63,$299.72,$558.92,$144.85,$115.12,$237.3066
08/26/2021,$147.54,$107.27,$165.80,$59.20,$364.38,$299.09,$550.12,$142.38,$114.32,$233.72
08/25/2021,$148.36,$108.30,$164.959,$59.35,$368.39,$302.01,$547.58,$143.87,$115.57,$237.0666
08/24/2021,$149.62,$107.65,$165.289,$59.32,$365.51,$302.62,$553.41,$144.46,$115.08,$236.1633
08/23/2021,$149.71,$108.77,$163.2935,$58.54,$363.35,$304.65,$553.33,$144.14,$115.15,$235.4333
08/20/2021,$148.19,$104.65,$159.9975,$58.22,$359.37,$304.36,$546.88,$142.09,$114.63,$226.7533
08/19/2021,$146.70,$103.70,$159.3875,$57.27,$355.12,$296.77,$543.71,$140.61,$114.32,$224.49
08/18/2021,$146.36,$103.44,$160.061,$55.15,$355.45,$290.73,$521.87,$142.18,$115.68,$229.6633
08/17/2021,$150.19,$107.56,$162.098,$56.01,$358.45,$293.08,$518.91,$144.41,$116.57,$221.9033
08/16/2021,$151.12,$107.48,$164.9495,$56.28,$366.56,$294.60,$517.92,$148.13,$117.54,$228.7233
08/13/2021,$149.10,$110.55,$164.6985,$56.47,$363.18,$292.85,$515.92,$148.64,$116.76,$239.0566
08/12/2021,$148.89,$106.50,$165.175,$56.39,$362.65,$289.81,$510.72,$147.15,$115.75,$240.75
08/11/2021,$145.86,$107.68,$164.6055,$55.86,$359.96,$286.95,$512.40,$146.68,$116.50,$235.94
08/10/2021,$145.60,$106.48,$166.034,$55.61,$361.13,$286.44,$515.84,$145.87,$116.39,$236.6633
08/09/2021,$146.09,$107.58,$167.0935,$55.47,$361.61,$288.33,$519.97,$146.92,$117.94,$237.92
08/06/2021,$146.14,$110.11,$167.247,$55.59,$363.51,$289.46,$520.55,$146.28,$119.05,$233.0333
08/05/2021,$147.06,$112.35,$168.7995,$55.76,$362.97,$289.52,$524.89,$146.83,$119.03,$238.21
08/04/2021,$146.95,$118.77,$167.736,$55.69,$358.92,$286.51,$517.35,$148.22,$118.25,$236.9733
08/03/2021,$147.36,$112.56,$168.312,$56.25,$351.24,$287.12,$510.82,$147.95,$119.13,$236.58
08/02/2021,$145.52,$108.63,$166.574,$55.45,$351.95,$284.82,$515.15,$148.86,$120.37,$236.5566
07/30/2021,$145.86,$106.19,$166.3795,$55.37,$356.30,$284.91,$517.57,$149.80,$121.43,$229.0666
07/29/2021,$145.64,$102.95,$179.996,$55.07,$358.32,$286.50,$514.25,$150.99,$122.38,$225.7833
07/28/2021,$144.98,$97.93,$181.516,$54.77,$373.28,$286.22,$519.30,$142.44,$122.41,$215.66
07/27/2021,$146.77,$91.03,$181.3195,$55.28,$367.81,$286.54,$518.91,$140.93,$126.03,$214.9266
07/26/2021,$148.99,$91.82,$184.991,$55.47,$372.46,$289.05,$516.49,$143.50,$126.06,$219.2066
07/23/2021,$148.56,$92.15,$182.832,$55.23,$369.79,$289.67,$515.41,$144.88,$125.97,$214.46
07/22/2021,$146.80,$91.21,$181.9015,$54.54,$351.19,$286.14,$511.77,$142.44,$122.63,$216.42
07/21/2021,$145.40,$89.41,$179.26,$53.88,$346.23,$281.40,$513.63,$142.17,$119.27,$218.43
07/20/2021,$146.15,$87.11,$178.6595,$53.58,$341.66,$279.32,$531.05,$139.55,$117.42,$220.1666
07/19/2021,$142.45,$86.58,$177.4795,$53.06,$336.95,$277.01,$532.28,$138.79,$115.32,$215.4066
07/16/2021,$146.39,$85.89,$178.6815,$53.70,$341.16,$280.75,$530.31,$139.71,$118.73,$214.74
07/15/2021,$148.48,$86.93,$181.56,$53.65,$344.46,$281.03,$542.95,$141.46,$118.97,$216.8666
07/14/2021,$149.15,$89.05,$184.084,$54.09,$347.63,$282.51,$547.95,$143.75,$119.80,$217.7933
07/13/2021,$145.64,$90.26,$183.868,$53.32,$352.09,$280.98,$540.68,$141.18,$119.55,$222.8466
07/12/2021,$144.50,$90.81,$185.9275,$53.23,$353.16,$277.32,$537.31,$142.47,$118.46,$228.5666
07/09/2021,$145.11,$90.90,$185.967,$53.74,$350.42,$277.94,$535.98,$141.43,$117.47,$218.9833
07/08/2021,$143.24,$89.74,$186.5705,$53.26,$345.65,$277.42,$530.76,$138.29,$115.99,$217.6033
07/07/2021,$144.57,$90.54,$184.829,$53.26,$350.49,$279.93,$535.96,$139.97,$117.14,$214.8833
07/06/2021,$142.02,$94.47,$183.787,$52.98,$352.78,$277.66,$541.64,$141.19,$115.73,$219.86
07/02/2021,$139.96,$94.70,$175.549,$53.54,$354.70,$277.65,$533.98,$142.58,$114.97,$226.30
07/01/2021,$137.27,$93.31,$171.6485,$53.44,$354.39,$271.60,$533.54,$140.80,$113.41,$225.9733
06/30/2021,$136.96,$93.93,$172.008,$53.00,$347.71,$270.90,$528.21,$142.93,$111.81,$226.5666
06/29/2021,$136.33,$89.52,$172.407,$52.91,$351.89,$271.40,$533.50,$142.62,$112.27,$226.92
06/28/2021,$134.78,$87.08,$172.1945,$52.96,$355.64,$268.72,$533.03,$139.72,$112.24,$229.5733
06/25/2021,$133.11,$85.62,$170.073,$53.06,$341.37,$265.02,$527.07,$137.65,$113.04,$223.9566
06/24/2021,$133.41,$86.10,$172.454,$52.78,$343.18,$266.69,$518.06,$137.92,$111.99,$226.6066
06/23/2021,$133.70,$83.82,$175.191,$52.76,$340.59,$265.275,$512.74,$135.52,$111.56,$218.8566
06/22/2021,$133.98,$83.58,$175.272,$53.26,$339.03,$265.51,$508.82,$135.08,$111.85,$207.9033
06/21/2021,$132.30,$82.59,$172.698,$53.18,$332.29,$262.63,$497.00,$133.96,$110.97,$206.9433
06/18/2021,$130.46,$84.65,$174.345,$52.07,$329.66,$259.43,$500.77,$133.00,$109.70,$207.77
06/17/2021,$131.79,$84.56,$174.462,$53.13,$336.51,$260.90,$498.34,$135.35,$111.39,$205.5333
06/16/2021,$130.15,$80.11,$170.7625,$53.47,$331.08,$257.38,$492.41,$134.95,$111.36,$201.6233
06/15/2021,$129.64,$80.47,$169.1565,$53.79,$336.75,$258.36,$491.90,$135.58,$111.89,$199.7866
06/14/2021,$130.48,$81.55,$169.1935,$54.17,$336.77,$259.89,$499.89,$137.31,$112.45,$205.8966
06/11/2021,$127.35,$81.31,$167.3415,$54.77,$331.26,$257.89,$488.77,$134.62,$112.56,$203.2966
06/10/2021,$126.11,$81.56,$167.4825,$55.03,$332.46,$257.24,$487.27,$134.22,$112.21,$203.3733
06/09/2021,$127.13,$79.96,$164.0575,$54.02,$330.25,$253.59,$485.81,$132.89,$111.39,$199.5933
06/08/2021,$126.74,$80.89,$163.2055,$54.13,$333.68,$252.57,$492.39,$134.20,$111.52,$201.1966
06/07/2021,$125.90,$81.35,$159.9005,$53.92,$336.58,$253.81,$494.66,$133.32,$111.33,$201.71
06/04/2021,$125.89,$81.58,$160.311,$54.07,$330.35,$250.79,$494.74,$134.34,$111.99,$199.6833
06/03/2021,$123.54,$80.28,$159.3505,$53.33,$326.04,$245.71,$489.43,$131.78,$111.12,$190.9466
06/02/2021,$125.06,$81.97,$161.6995,$52.96,$329.15,$247.30,$499.24,$133.82,$113.00,$201.7066
06/01/2021,$124.28,$80.81,$160.9325,$52.62,$329.13,$247.40,$499.08,$133.94,$113.34,$207.9666
05/28/2021,$124.61,$80.08,$161.1535,$52.90,$328.73,$249.68,$502.81,$134.54,$113.88,$208.4066
05/27/2021,$125.28,$78.42,$161.5055,$52.92,$332.75,$249.31,$503.86,$133.64,$113.51,$210.2833
05/26/2021,$126.85,$78.34,$163.258,$52.91,$327.66,$251.49,$502.36,$133.09,$112.85,$206.3766
05/25/2021,$126.90,$77.86,$162.9525,$53.31,$327.79,$251.72,$501.34,$133.75,$112.63,$201.5633
05/24/2021,$127.10,$77.44,$162.2495,$53.39,$324.63,$250.78,$502.90,$132.91,$112.52,$202.1466
05/21/2021,$125.43,$77.17,$160.154,$52.43,$316.23,$245.17,$497.89,$131.46,$110.92,$193.6266
05/20/2021,$127.31,$78.06,$162.384,$52.85,$318.61,$246.48,$501.67,$132.64,$111.41,$195.5933
05/19/2021,$124.69,$76.23,$161.59,$52.47,$313.59,$243.12,$487.70,$130.66,$109.67,$187.82
05/18/2021,$124.85,$74.44,$161.614,$52.93,$309.96,$243.08,$486.28,$128.91,$111.07,$192.6233
05/17/2021,$126.27,$74.65,$163.5195,$52.94,$315.46,$245.18,$488.94,$129.80,$110.98,$192.2766
05/14/2021,$127.45,$74.59,$161.145,$52.90,$315.94,$248.15,$493.37,$130.15,$111.20,$196.58
05/13/2021,$124.97,$73.09,$158.0735,$52.49,$305.26,$243.03,$486.66,$127.11,$110.49,$190.5633
05/12/2021,$122.77,$74.64,$157.597,$51.60,$302.55,$239.00,$484.98,$124.62,$109.79,$196.63
05/11/2021,$125.91,$76.83,$161.1955,$52.83,$306.53,$246.23,$495.08,$128.37,$113.55,$205.7333
05/10/2021,$126.85,$75.99,$159.5245,$53.16,$305.97,$247.18,$486.69,$128.94,$114.30,$209.68
05/07/2021,$130.21,$78.81,$164.5805,$53.43,$319.08,$252.46,$503.84,$137.85,$114.34,$224.1233
05/06/2021,$129.74,$77.89,$165.3185,$52.44,$320.02,$249.73,$499.55,$136.00,$114.74,$221.18
05/05/2021,$128.10,$77.83,$163.527,$51.13,$315.02,$246.47,$496.08,$134.65,$113.48,$223.6466
05/04/2021,$127.85,$78.61,$165.5935,$50.71,$318.36,$247.79,$503.18,$134.12,$114.11,$224.5333
05/03/2021,$132.54,$78.55,$169.3245,$51.17,$322.58,$251.86,$509.11,$137.43,$115.72,$228.30
04/30/2021,$131.46,$81.62,$173.371,$50.91,$325.08,$252.18,$513.47,$138.80,$114.49,$236.48
04/29/2021,$133.48,$83.91,$173.5655,$51.46,$329.51,$252.51,$509.00,$142.68,$114.63,$225.6666
04/28/2021,$133.58,$84.02,$172.925,$51.11,$307.10,$254.56,$506.52,$136.57,$112.40,$231.4666
04/27/2021,$134.39,$85.21,$170.8715,$51.37,$303.57,$261.97,$505.55,$138.01,$116.15,$234.9133
04/26/2021,$134.72,$85.41,$170.45,$51.64,$303.04,$261.55,$510.30,$138.96,$115.92,$246.0666
04/23/2021,$134.32,$82.76,$167.044,$51.91,$301.13,$261.15,$505.55,$135.43,$117.56,$243.1333
04/22/2021,$131.94,$79.06,$165.452,$51.50,$296.52,$257.17,$508.78,$132.97,$115.92,$239.8966
04/21/2021,$133.50,$81.61,$168.101,$51.93,$301.47,$260.58,$508.90,$136.19,$116.74,$248.04
04/20/2021,$133.11,$79.27,$166.7345,$51.79,$302.65,$258.26,$549.57,$133.40,$116.27,$239.6633
04/19/2021,$134.84,$81.11,$168.6005,$52.85,$302.24,$258.74,$554.44,$135.25,$117.60,$238.21
04/16/2021,$134.16,$82.15,$169.972,$52.80,$306.18,$260.74,$546.54,$138.21,$118.34,$246.5933
04/15/2021,$134.50,$83.01,$168.9545,$51.64,$307.82,$259.50,$549.22,$137.84,$116.66,$246.2833
04/14/2021,$132.03,$78.55,$166.65,$51.37,$302.82,$255.59,$540.02,$134.75,$115.16,$244.0766
04/13/2021,$134.43,$80.19,$170.00,$51.66,$309.76,$258.49,$553.73,$137.30,$115.36,$254.1066
04/12/2021,$131.24,$78.58,$168.9695,$51.57,$311.54,$255.91,$552.78,$137.44,$113.81,$233.9933
04/09/2021,$132.995,$82.76,$168.61,$52.09,$312.46,$255.85,$555.31,$140.57,$113.18,$225.6733
04/08/2021,$130.36,$83.35,$164.965,$51.91,$313.02,$253.25,$554.58,$140.34,$113.04,$227.9333
04/07/2021,$127.90,$82.20,$163.9695,$51.77,$313.09,$249.90,$546.99,$139.43,$113.19,$223.6566
04/06/2021,$126.21,$81.44,$161.191,$52.025,$306.26,$247.86,$544.53,$138.06,$113.15,$230.54
04/05/2021,$125.90,$81.43,$161.3365,$52.41,$308.91,$249.07,$540.67,$140.33,$111.02,$230.35
04/01/2021,$123.00,$81.09,$158.05,$51.98,$298.66,$242.35,$539.42,$137.79,$109.38,$220.5833
03/31/2021,$122.15,$78.50,$154.704,$51.71,$294.53,$235.77,$521.66,$132.59,$109.27,$222.6433
03/30/2021,$119.90,$76.00,$152.7645,$51.77,$288.00,$231.85,$513.39,$130.11,$110.27,$211.8733
03/29/2021,$121.39,$77.14,$153.7865,$52.52,$290.82,$235.24,$513.95,$131.27,$109.13,$203.7633
03/26/2021,$121.21,$77.41,$152.6015,$52.57,$283.02,$236.48,$508.05,$132.99,$109.90,$206.2366
03/25/2021,$120.59,$76.22,$152.313,$50.51,$278.74,$232.34,$502.86,$127.28,$107.35,$213.4633
03/24/2021,$120.09,$76.48,$154.3535,$49.65,$282.14,$235.46,$520.81,$127.18,$104.97,$210.09
03/23/2021,$122.54,$78.38,$156.875,$50.01,$290.63,$237.58,$535.09,$132.52,$106.25,$220.72
03/22/2021,$123.39,$80.30,$155.5435,$50.30,$293.54,$235.99,$523.11,$134.09,$107.57,$223.3333
03/19/2021,$119.99,$79.06,$153.748,$48.98,$290.11,$230.35,$512.18,$131.02,$106.34,$218.29
03/18/2021,$120.53,$78.12,$151.3995,$48.80,$278.62,$230.72,$504.79,$129.75,$107.62,$217.72
03/17/2021,$124.76,$82.63,$156.7865,$49.42,$284.01,$237.04,$524.44,$133.92,$110.46,$233.9366
03/16/2021,$125.57,$82.75,$154.593,$49.67,$279.28,$237.71,$524.03,$133.65,$111.34,$225.6266
03/15/2021,$123.99,$82.50,$154.084,$49.41,$273.75,$234.81,$520.25,$131.64,$108.90,$235.98
03/12/2021,$121.03,$81.05,$154.4745,$48.82,$268.40,$235.75,$518.02,$129.98,$107.81,$231.2433
03/11/2021,$121.96,$81.23,$155.6795,$48.80,$273.88,$237.13,$523.06,$131.74,$107.32,$233.20
03/10/2021,$119.98,$77.52,$152.882,$48.29,$264.90,$232.42,$504.54,$127.87,$107.78,$222.6866
03/09/2021,$121.085,$78.53,$153.1425,$47.89,$265.74,$233.78,$506.44,$129.11,$106.55,$224.5266
03/08/2021,$116.36,$73.96,$147.5975,$47.51,$255.31,$227.39,$493.33,$123.20,$105.03,$187.6666
03/05/2021,$121.42,$78.52,$150.023,$46.25,$264.28,$231.60,$516.39,$129.75,$105.20,$199.3166
03/04/2021,$120.13,$77.75,$148.8785,$44.56,$257.64,$226.73,$511.29,$127.80,$104.89,$207.1466
03/03/2021,$122.06,$80.86,$150.25,$45.13,$255.41,$227.56,$520.70,$131.66,$106.22,$217.7333
03/02/2021,$125.12,$84.13,$154.7265,$45.515,$259.00,$233.87,$547.82,$137.04,$107.20,$228.8133
03/01/2021,$127.79,$86.39,$157.307,$45.92,$264.91,$236.94,$550.64,$139.49,$106.87,$239.4766
02/26/2021,$121.26,$84.51,$154.6465,$44.87,$257.62,$232.38,$538.85,$136.19,$108.03,$225.1666
02/25/2021,$120.99,$82.42,$152.858,$45.52,$254.69,$228.99,$546.70,$135.53,$103.47,$227.4066
02/24/2021,$125.35,$86.94,$157.9765,$45.74,$264.31,$234.55,$553.41,$141.10,$104.38,$247.34
02/23/2021,$125.86,$84.74,$159.725,$45.51,$265.855,$233.27,$546.15,$137.12,$101.37,$232.9466
02/22/2021,$126.00,$85.37,$159.037,$45.43,$260.33,$234.51,$533.78,$139.46,$101.81,$238.1666
02/19/2021,$129.87,$89.58,$162.495,$45.68,$261.56,$240.97,$540.22,$144.94,$103.37,$260.4333
02/18/2021,$129.71,$88.64,$166.4115,$46.34,$269.39,$243.79,$548.22,$143.91,$104.97,$262.46
02/17/2021,$130.84,$89.94,$165.432,$46.25,$273.57,$244.20,$551.34,$144.75,$104.44,$266.05
02/16/2021,$133.19,$91.46,$163.4475,$46.51,$273.97,$243.70,$557.28,$147.16,$106.15,$265.4066
02/12/2021,$135.37,$93.77,$163.8855,$47.29,$270.50,$244.99,$556.52,$147.98,$105.30,$272.04
02/11/2021,$135.13,$92.66,$163.1065,$47.58,$270.39,$244.49,$557.59,$145.56,$105.86,$270.5533
02/10/2021,$135.39,$92.35,$164.329,$47.24,$271.87,$242.82,$563.59,$145.50,$105.87,$268.2733
02/09/2021,$136.01,$90.91,$165.25,$48.50,$269.45,$243.77,$559.07,$146.11,$106.22,$283.1533
02/08/2021,$136.91,$91.47,$166.147,$48.94,$266.58,$242.47,$547.92,$147.38,$106.26,$287.8066
02/05/2021,$136.76,$87.90,$167.6075,$48.08,$268.10,$242.20,$550.79,$145.84,$106.48,$284.0766
02/04/2021,$137.39,$87.84,$166.55,$47.25,$266.49,$242.01,$552.16,$147.97,$103.64,$283.33
02/03/2021,$133.94,$87.89,$165.6265,$45.77,$266.65,$243.00,$539.45,$162.30,$101.02,$284.8966
02/02/2021,$134.99,$88.86,$169.00,$45.83,$267.08,$239.51,$548.16,$164.78,$101.65,$290.93
02/01/2021,$134.14,$87.66,$167.144,$45.40,$262.01,$239.65,$539.04,$161.58,$98.58,$279.9366
01/29/2021,$131.96,$85.64,$160.31,$44.58,$258.33,$231.96,$532.39,$156.28,$96.81,$264.51
01/28/2021,$137.09,$87.52,$161.881,$45.34,$265.00,$238.93,$538.60,$155.55,$98.15,$278.4766
01/27/2021,$142.06,$88.84,$161.629,$45.70,$272.14,$232.90,$523.28,$153.67,$97.87,$288.0533
01/26/2021,$143.16,$94.71,$166.3065,$45.26,$282.05,$232.33,$561.93,$162.55,$104.69,$294.3633
01/25/2021,$142.92,$94.13,$164.70,$45.03,$278.01,$229.53,$556.78,$164.40,$103.45,$293.60
01/22/2021,$139.07,$92.79,$164.6115,$44.77,$274.50,$225.95,$565.17,$162.42,$103.91,$282.2133
01/21/2021,$136.87,$91.53,$165.3495,$45.11,$272.87,$224.97,$579.84,$164.75,$104.58,$281.6633
01/20/2021,$132.03,$88.75,$163.169,$45.34,$267.48,$224.34,$586.34,$164.60,$105.46,$283.4833
01/19/2021,$127.83,$89.45,$156.038,$45.19,$261.10,$216.44,$501.77,$163.77,$102.54,$281.5166
01/15/2021,$127.14,$88.21,$155.2125,$45.43,$251.36,$212.65,$497.98,$157.09,$102.33,$275.3866
