Date,AAPL,AMD,AMZN,CSCO,META,MSFT,NFLX,QCOM,SBUX,TSLA
12/09/2022,$142.16,$68.59,$89.09,$48.46,$115.90,$245.42,$320.01,$119.05,$101.79,$179.05
12/08/2022,$142.65,$70.47,$90.35,$48.99,$115.33,$247.40,$310.26,$121.75,$103.74,$173.44
12/07/2022,$140.94,$70.14,$88.46,$48.18,$113.93,$244.37,$308.42,$118.21,$101.87,$174.04
12/06/2022,$142.91,$70.27,$88.25,$48.59,$114.12,$245.12,$305.56,$119.78,$102.08,$179.82
12/05/2022,$146.63,$73.62,$91.01,$49.33,$122.43,$250.20,$312.59,$123.30,$103.55,$182.45
12/02/2022,$147.81,$74.98,$94.13,$49.70,$123.49,$255.02,$320.41,$125.66,$105.05,$194.86
12/01/2022,$148.31,$77.48,$95.50,$49.97,$120.44,$254.69,$316.95,$126.81,$103.37,$194.70
11/30/2022,$148.03,$77.63,$96.54,$49.72,$118.10,$255.14,$305.53,$126.49,$102.20,$194.70
11/29/2022,$141.17,$73.39,$92.42,$48.28,$109.46,$240.33,$280.96,$118.38,$98.66,$180.83
11/28/2022,$144.22,$73.19,$93.95,$48.08,$108.78,$241.76,$281.17,$119.54,$98.66,$182.92
11/25/2022,$148.11,$75.14,$93.41,$48.40,$111.41,$247.49,$285.54,$123.45,$99.56,$182.86
11/23/2022,$151.07,$76.40,$94.13,$48.57,$112.24,$247.58,$291.50,$125.15,$99.52,$183.20
11/22/2022,$150.18,$75.25,$93.20,$48.38,$111.44,$245.03,$286.69,$123.65,$98.43,$169.91
11/21/2022,$148.01,$72.46,$92.46,$47.62,$109.86,$242.05,$285.05,$120.20,$98.32,$167.87
11/18/2022,$151.29,$73.57,$94.14,$47.79,$112.05,$241.22,$287.98,$123.85,$97.95,$180.19
11/17/2022,$150.72,$73.90,$94.85,$46.59,$111.45,$241.68,$295.28,$122.86,$96.97,$183.17
11/16/2022,$148.79,$72.70,$97.12,$44.39,$113.23,$241.73,$306.02,$120.73,$97.07,$186.92
11/15/2022,$150.04,$76.37,$98.94,$44.90,$117.08,$241.97,$310.20,$126.02,$97.83,$194.42
11/14/2022,$148.28,$73.53,$98.49,$44.74,$114.22,$241.55,$299.27,$120.80,$97.42,$190.95
11/11/2022,$149.70,$72.37,$100.79,$44.79,$113.02,$247.11,$290.13,$121.43,$97.38,$195.97
11/10/2022,$146.87,$68.47,$96.63,$45.66,$111.87,$242.98,$274.97,$120.68,$96.26,$190.72
11/09/2022,$134.87,$59.92,$86.14,$43.91,$101.47,$224.51,$254.66,$110.43,$91.63,$177.59
11/08/2022,$139.50,$63.85,$89.98,$44.61,$96.47,$228.87,$263.46,$112.54,$92.75,$191.30
11/07/2022,$138.92,$63.08,$90.53,$44.55,$96.72,$227.87,$258.60,$110.09,$90.45,$197.08
11/04/2022,$138.38,$62.19,$90.98,$44.52,$90.79,$221.39,$260.79,$106.69,$91.86,$207.47
11/03/2022,$138.88,$60.11,$89.30,$43.85,$88.91,$214.25,$269.06,$103.88,$84.68,$215.31
11/02/2022,$145.03,$58.63,$92.12,$44.57,$90.54,$220.10,$273.00,$112.50,$84.58,$214.98
11/01/2022,$150.65,$59.66,$96.79,$45.46,$95.20,$228.17,$286.75,$117.33,$87.10,$227.82
10/31/2022,$153.34,$60.06,$102.44,$45.43,$93.16,$232.13,$291.88,$117.66,$86.59,$227.54
10/28/2022,$155.74,$62.01,$103.41,$45.64,$99.20,$235.87,$295.72,$119.21,$87.10,$228.52
10/27/2022,$144.80,$58.60,$110.96,$44.42,$97.94,$226.75,$296.94,$114.70,$85.28,$225.09
10/26/2022,$149.35,$59.73,$115.66,$44.38,$129.82,$231.32,$298.62,$118.11,$85.89,$224.64
10/25/2022,$152.34,$61.47,$120.60,$44.36,$137.51,$250.66,$291.02,$119.17,$85.21,$222.415
10/24/2022,$149.45,$58.70,$119.82,$43.54,$129.72,$247.25,$282.45,$116.38,$83.76,$211.25
10/21/2022,$147.27,$58.82,$119.32,$42.80,$130.01,$242.12,$289.57,$115.74,$88.61,$214.44
10/20/2022,$143.39,$57.77,$115.25,$41.71,$131.53,$236.15,$268.16,$111.98,$86.79,$207.28
10/19/2022,$143.86,$57.23,$115.07,$41.88,$133.23,$236.48,$272.38,$112.85,$87.52,$222.04
10/18/2022,$143.75,$57.92,$116.36,$41.79,$132.80,$238.50,$240.86,$111.21,$88.96,$220.19
10/17/2022,$142.41,$57.96,$113.79,$41.30,$134.04,$237.53,$245.10,$111.59,$88.90,$219.35
10/14/2022,$138.38,$55.94,$106.90,$40.20,$126.76,$228.56,$230.00,$109.95,$86.37,$204.99
10/13/2022,$142.99,$58.94,$112.53,$40.61,$130.29,$234.24,$232.51,$112.86,$89.37,$221.72
10/12/2022,$138.34,$57.85,$112.90,$39.27,$127.50,$225.75,$220.87,$108.64,$86.87,$217.24
10/11/2022,$138.98,$57.63,$112.21,$39.58,$128.54,$225.41,$214.29,$110.03,$86.21,$216.50
10/10/2022,$140.42,$57.81,$113.67,$39.89,$133.79,$229.25,$229.98,$114.60,$87.06,$222.96
10/07/2022,$140.09,$58.44,$114.56,$40.27,$133.45,$234.24,$224.75,$120.91,$87.03,$223.07
10/06/2022,$145.43,$67.85,$120.30,$41.52,$139.07,$246.79,$240.02,$125.28,$89.35,$238.13
10/05/2022,$146.40,$67.94,$120.95,$41.99,$138.98,$249.20,$236.73,$124.89,$90.12,$240.81
10/04/2022,$146.10,$67.90,$121.09,$41.82,$140.28,$248.88,$240.74,$122.37,$88.51,$249.44
10/03/2022,$142.45,$66.11,$115.88,$41.29,$138.61,$240.74,$239.04,$117.22,$85.62,$242.40
09/30/2022,$138.20,$63.36,$113.00,$40.00,$135.68,$232.90,$235.44,$112.98,$84.26,$265.25
09/29/2022,$142.48,$64.14,$114.80,$40.57,$136.41,$237.50,$239.71,$114.84,$86.57,$268.21
09/28/2022,$149.84,$68.36,$118.01,$41.34,$141.61,$241.07,$245.20,$118.93,$87.11,$287.81
09/27/2022,$151.76,$67.17,$114.41,$40.52,$134.40,$236.41,$224.36,$120.34,$84.28,$282.94
09/26/2022,$150.77,$66.30,$115.15,$40.58,$136.37,$237.45,$224.07,$119.74,$84.81,$276.01
09/23/2022,$150.43,$67.96,$113.78,$40.66,$140.41,$237.92,$226.41,$121.19,$84.17,$275.33
09/22/2022,$152.74,$69.50,$117.31,$41.15,$142.82,$240.98,$237.05,$123.68,$84.70,$288.59
09/21/2022,$153.72,$74.48,$118.54,$41.59,$142.12,$238.95,$236.87,$124.62,$88.60,$300.80
09/20/2022,$156.90,$75.25,$122.19,$42.58,$146.09,$242.45,$242.85,$124.77,$90.79,$308.73
09/19/2022,$154.48,$76.77,$124.66,$43.30,$148.02,$244.52,$243.63,$126.65,$92.14,$309.07
09/16/2022,$150.70,$76.51,$123.53,$43.30,$146.29,$244.74,$240.13,$124.95,$91.31,$303.35
09/15/2022,$152.37,$76.66,$126.28,$43.29,$149.55,$245.38,$235.38,$124.98,$92.22,$303.75
09/14/2022,$155.31,$77.45,$128.55,$43.96,$151.47,$252.22,$224.12,$127.53,$92.70,$302.61
09/13/2022,$153.84,$77.03,$126.82,$44.11,$153.13,$251.99,$218.13,$124.93,$87.84,$292.13
09/12/2022,$163.43,$84.64,$136.45,$46.40,$168.96,$266.65,$236.53,$133.00,$89.07,$304.42
09/09/2022,$157.37,$85.45,$133.27,$45.77,$169.15,$264.46,$233.57,$132.05,$88.69,$299.68
09/08/2022,$154.46,$82.78,$129.82,$45.37,$162.06,$258.52,$227.44,$128.85,$89.46,$289.26
09/07/2022,$155.96,$79.61,$129.48,$45.02,$160.39,$258.09,$228.96,$128.60,$88.31,$283.70
09/06/2022,$154.53,$78.72,$126.11,$44.47,$158.54,$253.25,$218.39,$126.67,$84.52,$274.42
09/02/2022,$155.81,$80.24,$127.51,$44.59,$160.32,$256.06,$226.11,$128.48,$82.94,$270.21
09/01/2022,$157.96,$82.33,$127.82,$45.29,$165.36,$260.40,$230.04,$129.92,$85.40,$277.16
08/31/2022,$157.22,$84.87,$126.77,$44.72,$162.93,$261.47,$223.56,$132.27,$84.07,$275.61
08/30/2022,$158.91,$86.94,$128.73,$45.24,$157.16,$262.97,$220.65,$134.41,$83.41,$277.70
08/29/2022,$161.38,$88.49,$129.79,$45.71,$159.17,$265.23,$224.57,$137.08,$84.12,$284.82
08/26/2022,$163.62,$91.18,$130.75,$45.89,$161.78,$268.09,$223.28,$138.38,$84.06,$288.09
08/25/2022,$170.03,$97.18,$137.28,$47.27,$168.78,$278.85,$233.98,$146.25,$87.39,$296.07
08/24/2022,$167.53,$92.73,$133.80,$47.07,$163.26,$275.79,$229.61,$141.31,$86.05,$297.0966
08/23/2022,$167.23,$92.49,$133.62,$47.41,$161.11,$276.44,$224.55,$140.72,$84.69,$296.4533
08/22/2022,$167.57,$92.84,$133.22,$47.71,$163.05,$277.75,$226.54,$141.61,$84.95,$289.9133
08/19/2022,$171.52,$95.95,$138.23,$48.70,$167.96,$286.15,$241.16,$147.60,$86.92,$296.6666
08/18/2022,$174.15,$100.44,$142.30,$49.37,$174.66,$290.17,$245.17,$151.38,$88.55,$302.87
08/17/2022,$174.55,$98.27,$142.10,$46.66,$174.85,$291.32,$241.15,$148.53,$88.35,$303.9966
08/16/2022,$173.03,$100.20,$144.78,$46.77,$179.47,$292.71,$245.69,$150.03,$89.40,$306.5633
08/15/2022,$173.19,$101.01,$143.18,$46.59,$180.89,$293.47,$249.11,$152.13,$89.16,$309.32
08/12/2022,$172.10,$100.83,$143.55,$46.61,$180.50,$291.91,$249.30,$151.29,$88.31,$300.03
08/11/2022,$168.49,$98.12,$140.64,$45.90,$177.49,$287.02,$242.70,$147.83,$87.27,$286.63
08/10/2022,$169.24,$99.05,$142.69,$46.02,$178.34,$289.16,$244.11,$146.99,$86.49,$294.3566
08/09/2022,$164.92,$95.54,$137.83,$44.92,$168.53,$282.30,$229.94,$142.51,$84.84,$283.3333
08/08/2022,$164.87,$100.07,$139.41,$45.02,$170.25,$280.32,$233.49,$147.81,$85.72,$290.4233
08/05/2022,$165.35,$102.31,$140.80,$45.01,$167.11,$282.91,$226.78,$150.21,$85.73,$288.17
08/04/2022,$165.81,$103.91,$142.57,$45.38,$170.57,$283.65,$229.91,$151.01,$86.88,$308.6333
08/03/2022,$166.13,$98.09,$139.52,$45.71,$168.80,$282.47,$226.73,$149.16,$87.27,$307.3966
08/02/2022,$160.01,$99.29,$134.16,$44.92,$160.19,$274.82,$221.42,$147.03,$83.71,$300.5866
08/01/2022,$161.51,$96.78,$135.39,$45.28,$159.93,$278.01,$226.21,$147.43,$84.91,$297.2766
07/29/2022,$162.51,$94.47,$134.95,$45.37,$159.10,$280.74,$224.90,$145.06,$84.78,$297.15
07/28/2022,$157.35,$91.67,$122.28,$45.62,$160.72,$276.41,$226.02,$146.45,$84.67,$280.90
07/27/2022,$156.79,$89.82,$120.97,$44.64,$169.58,$268.74,$226.75,$153.42,$82.96,$274.82
07/26/2022,$151.60,$85.25,$114.81,$43.83,$159.15,$251.90,$213.91,$149.97,$80.31,$258.86
07/25/2022,$152.95,$87.54,$121.14,$44.34,$166.65,$258.83,$218.51,$153.25,$81.50,$268.4333
07/22/2022,$154.09,$88.10,$122.42,$44.46,$169.27,$260.36,$220.44,$153.70,$83.59,$272.2433
07/21/2022,$155.35,$91.09,$124.63,$44.58,$183.17,$264.84,$223.88,$155.86,$83.54,$271.7066
07/20/2022,$153.04,$89.43,$122.77,$44.13,$183.09,$262.27,$216.44,$151.71,$83.27,$247.50
07/19/2022,$151.00,$85.88,$118.21,$44.03,$175.78,$259.53,$201.63,$147.37,$82.55,$245.53
07/18/2022,$147.07,$81.43,$113.76,$42.60,$167.23,$254.25,$190.92,$141.69,$80.23,$240.5466
07/15/2022,$150.17,$81.11,$113.55,$43.07,$164.70,$256.72,$189.11,$144.37,$79.62,$240.0666
07/14/2022,$148.47,$78.60,$110.63,$42.33,$158.05,$254.08,$174.78,$141.90,$78.20,$238.3133
07/13/2022,$145.49,$77.52,$110.40,$42.70,$163.49,$252.72,$176.56,$135.64,$77.92,$237.04
07/12/2022,$145.86,$76.36,$109.22,$42.86,$163.27,$253.67,$174.45,$132.95,$77.76,$233.07
07/11/2022,$144.87,$76.95,$111.75,$43.25,$162.88,$264.51,$177.34,$132.24,$77.90,$234.3433
07/08/2022,$147.04,$79.35,$115.54,$43.39,$170.88,$267.66,$186.975,$136.01,$79.28,$250.7633
07/07/2022,$146.35,$79.30,$116.33,$43.22,$172.19,$268.40,$189.27,$134.40,$79.24,$244.5433
07/06/2022,$142.92,$75.35,$114.33,$42.69,$169.77,$266.21,$184.06,$127.06,$78.86,$231.7333
07/05/2022,$141.56,$75.20,$113.50,$41.96,$168.19,$262.85,$185.88,$125.83,$79.52,$233.0666
07/01/2022,$138.93,$73.67,$109.56,$42.60,$160.03,$259.58,$179.95,$123.53,$79.26,$227.2633
06/30/2022,$136.72,$76.47,$106.21,$42.64,$161.25,$256.83,$174.87,$127.74,$76.39,$224.4733
06/29/2022,$139.23,$77.99,$108.92,$42.88,$163.94,$260.26,$178.36,$130.23,$76.43,$228.49
06/28/2022,$137.44,$80.78,$107.40,$43.06,$160.68,$256.48,$179.60,$131.60,$76.34,$232.6633
06/27/2022,$141.66,$86.16,$113.22,$43.77,$169.49,$264.89,$189.14,$127.18,$77.68,$244.92
06/24/2022,$141.66,$87.08,$116.46,$44.10,$170.16,$267.70,$190.85,$125.10,$78.11,$245.7066
06/23/2022,$138.27,$82.43,$112.44,$42.93,$158.75,$258.86,$181.71,$120.09,$75.20,$235.07
06/22/2022,$135.35,$83.75,$108.95,$43.57,$155.85,$253.13,$178.89,$122.16,$73.30,$236.0866
06/21/2022,$135.87,$83.79,$108.68,$44.14,$157.05,$253.74,$170.91,$124.39,$72.96,$237.0366
06/17/2022,$131.56,$81.57,$106.22,$43.39,$163.74,$247.65,$175.51,$120.99,$71.87,$216.76
06/16/2022,$130.06,$82.05,$103.66,$43.32,$160.87,$244.97,$173.35,$120.82,$70.95,$213.10
06/15/2022,$135.43,$89.30,$107.67,$43.80,$169.35,$251.76,$180.11,$131.03,$74.19,$233.00
06/14/2022,$132.76,$86.99,$102.31,$42.91,$163.73,$244.49,$167.54,$130.26,$72.31,$220.89
06/13/2022,$131.88,$86.99,$103.67,$43.24,$164.26,$242.26,$169.69,$128.66,$72.36,$215.7366
06/10/2022,$137.13,$94.82,$109.65,$43.49,$175.57,$252.99,$182.94,$133.20,$75.67,$232.23
06/09/2022,$142.64,$98.80,$116.15,$44.26,$184.00,$264.79,$192.77,$136.71,$78.91,$239.7066
06/08/2022,$147.96,$101.90,$121.18,$44.92,$196.64,$270.41,$202.83,$138.96,$78.47,$241.8666
06/07/2022,$148.71,$105.28,$123.00,$45.57,$195.65,$272.50,$198.61,$141.89,$79.47,$238.8866
06/06/2022,$146.14,$105.65,$124.79,$45.33,$194.25,$268.75,$197.14,$140.44,$78.98,$238.28
06/03/2022,$145.38,$106.30,$122.35,$45.25,$190.78,$270.02,$198.98,$141.22,$79.05,$234.5166
06/02/2022,$151.21,$108.59,$125.511,$45.79,$198.86,$274.58,$205.09,$146.20,$79.42,$258.3333
06/01/2022,$148.71,$101.22,$121.684,$45.23,$188.64,$272.42,$192.91,$140.02,$76.28,$246.79
05/31/2022,$148.84,$101.86,$120.2095,$45.05,$193.64,$271.87,$197.44,$143.22,$78.50,$252.7533
05/27/2022,$149.64,$102.26,$115.1465,$45.62,$195.13,$273.24,$195.19,$139.76,$76.71,$253.21
05/26/2022,$143.78,$98.75,$111.0775,$44.99,$191.63,$265.90,$191.40,$134.84,$74.49,$235.91
05/25/2022,$140.52,$92.65,$106.775,$44.00,$183.83,$262.52,$187.83,$131.23,$72.48,$219.60
05/24/2022,$140.36,$91.16,$104.10,$43.77,$181.28,$259.62,$180.34,$128.53,$72.72,$209.3866
05/23/2022,$143.11,$95.07,$107.557,$43.35,$196.23,$260.65,$187.44,$132.12,$73.42,$224.9666
05/20/2022,$137.59,$93.50,$107.591,$42.94,$193.54,$252.56,$186.35,$131.60,$73.39,$221.30
05/19/2022,$137.35,$96.67,$107.319,$41.72,$191.29,$253.14,$183.48,$130.57,$71.93,$236.4733
05/18/2022,$140.82,$96.28,$107.1125,$48.36,$192.24,$254.08,$177.19,$130.45,$71.28,$236.6033
05/17/2022,$149.24,$102.47,$115.3685,$50.60,$202.62,$266.82,$190.56,$139.69,$73.72,$253.87
05/16/2022,$145.54,$94.24,$110.8105,$49.00,$200.04,$261.50,$186.51,$133.91,$72.42,$241.4566
05/13/2022,$147.11,$95.12,$113.055,$49.56,$198.62,$261.12,$187.64,$134.93,$75.60,$256.53
05/12/2022,$142.56,$87.06,$106.9305,$48.29,$191.24,$255.35,$174.31,$131.77,$69.90,$242.6666
05/11/2022,$146.50,$87.92,$105.372,$48.65,$188.74,$260.55,$166.37,$132.30,$70.06,$244.6666
05/10/2022,$154.51,$88.73,$108.859,$49.55,$197.65,$269.50,$177.66,$136.81,$71.86,$266.68
05/09/2022,$152.06,$86.36,$108.789,$48.96,$196.21,$264.58,$173.10,$134.92,$73.49,$262.37
05/06/2022,$157.28,$95.34,$114.7725,$49.33,$203.77,$274.73,$180.97,$140.58,$76.52,$288.55
05/05/2022,$156.77,$93.87,$116.407,$49.61,$208.28,$277.35,$188.32,$141.64,$77.48,$291.0933
05/04/2022,$166.02,$99.42,$125.9285,$51.58,$223.41,$289.98,$204.01,$149.05,$81.64,$317.54
05/03/2022,$159.48,$91.13,$124.2535,$49.92,$212.03,$281.78,$199.87,$144.26,$74.33,$303.0833
05/02/2022,$157.96,$89.84,$124.50,$49.86,$211.13,$284.47,$199.46,$145.27,$75.37,$300.98
04/29/2022,$157.65,$85.52,$124.2815,$48.98,$200.47,$277.52,$190.36,$139.69,$74.64,$290.2533
04/28/2022,$163.64,$89.64,$144.5965,$50.63,$205.73,$289.63,$199.52,$148.19,$76.58,$292.5033
04/27/2022,$156.57,$84.91,$138.167,$49.31,$174.95,$283.22,$188.54,$135.10,$74.74,$293.8366
04/26/2022,$156.80,$85.16,$139.391,$50.90,$180.95,$270.22,$198.40,$133.50,$75.63,$292.14
04/25/2022,$162.88,$90.69,$146.074,$51.94,$186.99,$280.72,$209.91,$136.56,$77.98,$332.6733
04/22/2022,$161.79,$88.14,$144.35,$51.36,$184.11,$274.03,$215.52,$132.81,$77.92,$335.0166
04/21/2022,$166.42,$89.85,$148.296,$52.78,$188.07,$280.81,$218.22,$136.11,$78.96,$336.26
04/20/2022,$167.23,$94.02,$153.998,$53.02,$200.42,$286.36,$226.19,$140.34,$80.17,$325.7333
04/19/2022,$167.40,$96.93,$158.1155,$51.83,$217.31,$285.30,$348.61,$141.05,$81.22,$342.7166
04/18/2022,$165.07,$93.89,$152.785,$51.11,$210.77,$280.52,$337.86,$139.32,$79.60,$334.7633
04/14/2022,$165.29,$93.06,$151.7065,$51.17,$210.18,$279.83,$341.13,$136.91,$79.50,$328.3333
04/13/2022,$170.40,$97.74,$155.541,$52.15,$214.99,$287.62,$350.43,$140.50,$80.92,$340.79
04/12/2022,$167.66,$95.10,$150.7875,$51.82,$214.14,$282.06,$344.10,$136.09,$79.79,$328.9833
04/11/2022,$165.75,$97.37,$151.122,$52.88,$216.46,$285.26,$348.00,$135.36,$80.68,$325.31
04/08/2022,$170.09,$101.00,$154.4605,$54.28,$222.33,$296.97,$355.88,$136.69,$81.52,$341.83
04/07/2022,$172.14,$103.72,$157.7845,$54.63,$222.95,$301.37,$362.15,$139.22,$83.12,$352.42
04/06/2022,$171.83,$103.67,$158.756,$54.37,$223.30,$299.50,$368.35,$139.28,$83.36,$348.5866
04/05/2022,$175.06,$106.82,$164.055,$54.92,$231.84,$310.88,$380.15,$145.46,$84.12,$363.7533
04/04/2022,$178.44,$110.53,$168.3465,$55.87,$233.89,$314.97,$391.50,$153.81,$88.09,$381.8166
04/01/2022,$174.31,$108.19,$163.56,$55.66,$224.85,$309.42,$373.47,$146.99,$91.49,$361.53
03/31/2022,$174.61,$109.34,$162.9975,$55.76,$222.36,$308.31,$374.59,$152.82,$90.97,$359.20
03/30/2022,$177.77,$119.22,$166.301,$56.05,$227.85,$313.86,$381.47,$152.73,$91.03,$364.6633
03/29/2022,$178.96,$123.23,$169.315,$55.67,$229.86,$315.41,$391.82,$161.07,$91.23,$366.5233
03/28/2022,$175.60,$120.24,$168.9905,$55.14,$223.59,$310.70,$378.51,$158.45,$88.38,$363.9466
03/25/2022,$174.72,$119.67,$164.7735,$54.97,$221.82,$303.68,$373.85,$157.97,$87.45,$336.88
03/24/2022,$174.07,$120.53,$163.6495,$54.50,$219.57,$304.10,$375.71,$158.46,$87.12,$337.9733
03/23/2022,$170.21,$113.92,$163.408,$54.48,$213.46,$299.49,$374.49,$152.87,$86.22,$333.0366
03/22/2022,$168.82,$114.78,$164.889,$56.17,$216.65,$304.06,$382.92,$157.61,$87.89,$331.3266
03/21/2022,$165.38,$115.92,$161.4915,$56.00,$211.49,$299.16,$374.59,$155.59,$86.86,$307.0533
03/18/2022,$163.98,$113.46,$161.2505,$55.97,$216.49,$300.43,$380.60,$153.99,$89.60,$301.7966
03/17/2022,$160.62,$111.69,$157.239,$56.17,$207.84,$295.22,$371.40,$152.83,$87.66,$290.5333
03/16/2022,$159.59,$115.37,$153.104,$55.81,$203.63,$294.39,$357.53,$150.45,$87.41,$280.0766
03/15/2022,$155.09,$109.33,$147.3665,$55.60,$192.03,$287.15,$343.75,$144.21,$83.12,$267.2966
03/14/2022,$150.62,$102.25,$141.853,$54.30,$186.63,$276.44,$331.01,$141.29,$79.29,$255.4566
03/11/2022,$154.73,$104.29,$145.5245,$54.69,$187.61,$280.07,$340.32,$152.34,$82.73,$265.1166
03/10/2022,$158.52,$106.46,$146.8175,$54.71,$195.21,$285.59,$356.77,$154.71,$87.16,$279.4333
03/09/2022,$162.95,$111.05,$139.279,$55.92,$198.50,$288.50,$358.79,$157.11,$87.60,$286.3233
03/08/2022,$157.44,$105.53,$136.0145,$54.40,$190.29,$275.85,$341.76,$150.76,$84.00,$274.80
03/07/2022,$159.30,$102.95,$137.453,$55.59,$187.47,$278.91,$350.26,$150.10,$84.46,$268.1933
03/04/2022,$163.17,$108.41,$145.641,$56.51,$200.06,$289.86,$361.73,$162.26,$90.03,$279.43
03/03/2022,$166.23,$111.98,$147.8985,$56.07,$202.97,$295.92,$368.07,$165.35,$91.53,$279.7633
03/02/2022,$166.56,$118.28,$152.0525,$56.15,$208.11,$300.19,$380.03,$169.25,$92.77,$293.2966
03/01/2022,$163.20,$113.83,$151.142,$54.62,$203.49,$294.95,$386.24,$163.69,$90.14,$288.1233
02/28/2022,$165.12,$123.34,$153.563,$55.77,$211.03,$298.79,$394.52,$171.99,$91.79,$290.1433
02/25/2022,$164.85,$121.06,$153.7885,$56.04,$210.48,$297.31,$390.80,$170.93,$92.58,$269.9566
02/24/2022,$162.74,$116.61,$151.358,$54.73,$207.60,$294.59,$390.03,$167.98,$91.01,$266.9233
02/23/2022,$160.07,$109.76,$144.827,$54.44,$198.45,$280.27,$367.46,$161.62,$89.65,$254.68
02/22/2022,$164.32,$115.65,$150.1975,$56.30,$202.08,$287.72,$377.38,$165.89,$93.11,$273.8433
02/18/2022,$167.30,$113.83,$152.6015,$57.21,$206.16,$287.93,$391.29,$167.64,$93.34,$285.66
02/17/2022,$168.88,$112.37,$154.6525,$55.77,$207.71,$290.73,$386.67,$166.80,$93.05,$292.1166
02/16/2022,$172.55,$117.69,$158.1005,$54.25,$216.54,$299.50,$398.08,$172.60,$95.18,$307.7966
02/15/2022,$172.79,$121.47,$156.5105,$54.27,$221.00,$300.47,$407.46,$173.00,$94.51,$307.4766
02/14/2022,$168.88,$114.27,$155.167,$53.18,$217.70,$295.00,$396.57,$165.13,$93.65,$291.92
02/11/2022,$168.64,$113.18,$153.2935,$53.90,$219.55,$295.04,$391.31,$164.64,$93.73,$286.6666
02/10/2022,$172.12,$125.77,$159.0035,$54.87,$228.07,$302.38,$406.27,$174.07,$95.31,$301.5166
02/09/2022,$176.28,$132.85,$161.1895,$56.29,$232.00,$311.21,$412.89,$183.95,$97.13,$310.6666
02/08/2022,$174.83,$128.23,$161.4135,$55.34,$220.18,$304.56,$403.53,$178.59,$94.92,$307.3333
02/07/2022,$171.66,$123.67,$157.9355,$55.17,$224.91,$300.95,$402.10,$175.09,$95.19,$302.4466
02/04/2022,$172.39,$123.60,$157.6395,$55.15,$237.09,$305.94,$410.17,$179.47,$95.00,$307.7733
02/03/2022,$172.90,$120.08,$138.8455,$55.20,$237.76,$301.25,$405.60,$179.10,$95.94,$297.0466
02/02/2022,$175.84,$122.76,$150.6125,$56.17,$323.00,$313.46,$429.48,$188.20,$97.73,$301.8866
02/01/2022,$174.61,$116.78,$151.1935,$55.37,$319.00,$308.76,$457.13,$177.13,$98.76,$310.4166
01/31/2022,$174.78,$114.25,$149.5735,$55.67,$313.26,$310.98,$427.14,$175.76,$98.32,$312.24
01/28/2022,$170.33,$105.24,$143.978,$55.61,$301.71,$308.26,$384.36,$166.81,$97.21,$282.1166
01/27/2022,$159.22,$102.60,$139.6375,$54.62,$294.64,$299.84,$386.70,$161.20,$95.32,$276.3666
01/26/2022,$159.69,$110.71,$138.8725,$55.33,$294.63,$296.71,$359.70,$167.00,$95.58,$312.47
01/25/2022,$159.78,$111.13,$139.986,$56.11,$300.15,$288.49,$366.42,$165.45,$97.01,$306.1333
01/24/2022,$161.62,$116.53,$144.544,$56.90,$308.71,$296.37,$387.15,$170.07,$98.10,$310.00
01/21/2022,$162.41,$118.81,$142.643,$56.68,$303.17,$296.03,$397.50,$164.93,$96.31,$314.6333
01/20/2022,$164.51,$121.89,$151.6675,$58.08,$316.56,$301.60,$508.25,$166.50,$95.72,$332.09
01/19/2022,$166.23,$128.27,$156.299,$58.90,$319.59,$303.33,$515.86,$172.47,$96.87,$331.8833
01/18/2022,$169.80,$131.93,$158.9175,$59.73,$318.15,$302.65,$510.80,$178.86,$97.73,$343.5033
01/14/2022,$173.07,$136.88,$162.138,$61.36,$331.90,$310.20,$525.69,$188.69,$100.12,$349.87
01/13/2022,$172.19,$132.74,$161.214,$61.50,$326.48,$304.80,$519.20,$183.89,$102.40,$343.8533
01/12/2022,$175.53,$137.47,$165.207,$62.12,$333.26,$318.27,$537.22,$186.42,$103.87,$368.74
01/11/2022,$175.08,$137.31,$165.362,$62.37,$334.37,$314.98,$540.84,$185.40,$104.04,$354.80
01/10/2022,$172.19,$132.00,$161.486,$61.82,$328.07,$314.27,$539.85,$179.68,$106.03,$352.7066
01/07/2022,$172.17,$132.00,$162.554,$61.13,$331.79,$314.04,$541.06,$180.41,$107.57,$342.32
01/06/2022,$172.00,$136.23,$163.254,$60.92,$332.46,$313.88,$553.29,$185.95,$111.14,$354.90
01/05/2022,$174.92,$136.15,$164.357,$60.28,$324.17,$316.38,$567.52,$186.50,$110.44,$362.7066
01/04/2022,$179.70,$144.42,$167.522,$61.25,$336.53,$329.01,$591.15,$187.23,$114.24,$383.1966
01/03/2022,$182.01,$150.24,$170.4045,$63.16,$338.54,$334.75,$597.37,$186.21,$116.68,$399.9266
12/31/2021,$177.57,$143.90,$166.717,$63.37,$336.35,$336.32,$602.44,$182.87,$116.97,$352.26
12/30/2021,$178.20,$145.15,$168.6445,$63.62,$344.36,$339.32,$612.09,$182.73,$116.24,$356.78
12/29/2021,$179.38,$148.26,$169.201,$63.96,$342.94,$341.95,$610.54,$186.20,$116.38,$362.0633
12/28/2021,$179.29,$153.15,$170.661,$63.53,$346.22,$341.25,$610.71,$184.82,$115.57,$362.8233
